Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Water,Composting sawdust,Recycling center,Artisan goods,Open,Electricity,Kitchen,Parking,Restaurant,Wifi,Big rig friendly,Tent friendly,Pet friendly,Showers,Toilets,Sanitation dump station,Outdoor gear,Groceries,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging
"Nona’s Bread, Carrera 6, Barichara, Guanentá, Santander, 684041, Colombia",Nona‘s Pan,Restaurant,"Excellent coffee, Tortas, Brownies, fair prices",6.635380,-73.223210,1284.5773525238037,2025-02-02 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Fredonia, Suroeste, Antioquia, Colombia",Parqueadero,Informal Campsite,"Nice little parking where you can camp for 24h. 15.000 pesos per car. Great views, quiet at night. There's a bathroom and water. Nice little town, perfect for hiking.",5.928780,-75.671570,1799.0,2018-08-01 00:00:00 UTC,Yes,,,,Yes,No,No,,No,No,No,No,Unknown,No,Running Water,,,,,,,,,,,,,
"Carrera 9, Támesis, Suroeste, Antioquia, Colombia",Parqueadero,Informal Campsite,"Parking lot, a few meters away from the main plaza. 10.000 Pesos per night. Gated and safe. You can get the public WiFi from there. Great little town.",5.662290,-75.712050,1650.0,2018-08-02 00:00:00 UTC,No,,,,Yes,No,No,,No,Yes - Fast,Unknown,No,Unknown,No,Unknown,,,,,,,,,,,,,
"Museo arqueológico Eliécer Silva Celis, Transversal 8A, Sogamoso, Sagamuxi, Boyacá, 152210, Colombia",Museo Parqueador,Informal Campsite,"Looking for camping in Sogamoso, 24 hr vigilancia said we could park out front for free. Not sure about toilets as we didn't stay. We made some friends who let us park outside their house. The parquedor was next to a big park so the spot looked great if you needed a place for a night in sogamoso. ",5.709978,-72.924439,0.0,2023-01-19 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,No,Yes,No,No,,,,,,,,,,,,,
"Via Yarumal - Valdivia, Vereda Ventanas, Yarumal, Norte, Antioquia, Colombia",el palmar de ventanas,Informal Campsite,restaurant hotel and parking. we stayed the night for free. Edier the owner let us stay and we bought some water and chips. toilets are clean. good for an overnight,7.070658,-75.449798,1987.1,2024-06-21 00:00:00 UTC,Yes,,,,Yes,No,No,,Yes,No,Yes,Yes,Yes,Unknown,Pit Toilets,,,,,,,,,,,,,
"Carrera 56, Rionegro, Oriente, Antioquia, 054040, Colombia",Exito San Nicolas Rionegro,Shopping,"Shopping Food Clothes Shoes
Big Rig friendly parking safe
Water to fill tank ( look for tap in grass)",6.148280,-75.378870,2139.9398964294323,2024-08-14 00:00:00 UTC,,,,Yes,Yes,,,,,,,,,,,,Unknown,Yes,Yes,Unknown,,,,,,,,
"Necoclí, Urabá, Antioquia, 057870, Colombia",punto palmera,Established Campground,little campground behind the restaurant. save and nice. 15000 pesos for each. showers and toilet inclusiv. ,8.421480,-76.787700,2.0,2023-07-11 00:00:00 UTC,Non-Potable,,,,Yes,No,No,,Yes,Yes - Average,Yes,Yes,Unknown,Cold,Running Water,Unknown,,,,,,,,,,,,
"Sonsón, Oriente, Antioquia, Colombia",Sonson Parking Space,Informal Campsite,"Flat level space, big rig friendly
Friendly police
Quiet at night
Cellular Claro good signal and 3G",5.718736,-75.307851,2552.395189208661,2020-11-17 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,No,Unknown,No,No,,,,,,,,,,,,,
"Carrera 20, Comuna 3 - San Francisco, Bucaramanga, Metropolitana, Santander, 680001, Colombia",Electri Auto Garcia ,Mechanic and Parts,"Awesome place for having electrics checked out. I went to have my dashboard lights looked at, and we found out wiring was hooked up wrong. Redid that, replaced two fuses, one lightbulb. Then they helped fixing a motor of the automatic lock system and fixed a usb-port on my radio. Paid total of 30.000 COP for about 4 hrs and material.

George (also called flaca) is the one who helped out most. Speak a mini word of English, but language to go is Spanish. Very helpful guys.",7.132852,-73.126191,974.7503509521484,2019-08-15 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,,
"Termales Tierra Viva, Vía a Gallinazo, Comuna Tesorito, Manizales, Río Blanco, Manizales, Centrosur, Caldas, 170003, Colombia",Termales Tierra Viva,Informal Campsite,"These are smaller termales around Manizales. They have two really nice stone pools and hummingbirds around. Entrance is only 13000 COP/person on Tuesdays and Wednesdays (up to 20000 on weekends). We were the only guests for a while. They let us camp on the parking lot. 10000 per vehicle, toilets available all night, very quiet at night, wifi, very friendly staff. ",5.021171,-75.436272,2196.0,2023-10-03 00:00:00 UTC,Non-Potable,,,,Yes,Unknown,No,,Yes,Yes - Average,Yes,No,Unknown,Cold,Running Water,,,,,,,,,,,,,
"Nariño - Florencia, Villa Hermosa, Samaná, Magdalena Caldense, Caldas, Colombia",Highest Point east of Puente Linda Ruta 56,Wild Camping,"Scenic route from Sonson to La Dorada
needs time but better invest time here than route 25 construction part.
Paved until Narino.
After tthat Gravel/Dirt road
ONLY IN DRY WEATHER CONDITIONS!!!!!
our 28 feet truckcamper passed
average speed for some parts 10 km/h
Very nice views
Coffee, tomatoes, papaya and much more plantations
",5.584326,-75.074386,2600.0,2018-08-10 00:00:00 UTC,Natural Source,,,,Yes,No,No,,Unknown,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Primex, Vía Mamonal, Ecopetrol, Cartagena, Dique, Bolívar, 130013, Colombia",Esso,Fuel Station,"A good service station with diesel at 8800$. No water.
......
Pas d’eau ici mais c’est bien une station service avec le diesel à 8800$",10.319378,-75.501667,14.0,2024-01-12 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Aviario Nacional de Colombia, Vía a Playa Blanca, Cartagena, Dique, Bolívar, Colombia",National Aviation Centre,Informal Campsite,"stayed the night in the  parking space of the National Bird Centre ...nobody here and the barrier was up. very quiet loads of parrots freely flying at sundown.
intended to have breakfast at the open wifi on site restaurant KOKORICO and visit the park .The  restaurant only opens at the weekend and the park entry is 40k but the parking was free and the wifi is on 24hrs",10.209026,-75.607290,6.0,2025-02-07 00:00:00 UTC,Unknown,,,,Yes,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,
"Vía Cienaga la Caimanera, Coveñas, Morrosquillo, Sucre, Colombia",Beach camp ,Informal Campsite,Park on the beach next to this families restaurant and house (with no music) cool sea break all night safe quiet during the week 5k / vehicle ,9.435020,-75.629988,2.0,2019-07-18 00:00:00 UTC,Non-Potable,,,,Yes,No,No,,Yes,No,Yes,Yes,Yes,Bucket,Unknown,,,,,,,,,,,,,
"Cabañas del Pirata, Via Uveros, Uveros, San Juan de Urabá, Urabá, Antioquia, Colombia",Uveros ,Wild Camping,"searching for a safe place  Found this gem right on the beach on a unused space ...Great kids and families to ask lots of questions but safe as chips all humble enough. This is a resort that hasnt happened yet! the real deal fishing/ mango/platano farmers hide away!  place you fish order and mangos for the next day as you chill on the drift wood beach NO BASURA ! 
stars are unreal and the sea breaze is welcoming 
The adjacent sports field is good to go but not much breeze and sea crashing waves 
 There is a beach parking in the centre next to the holy shrine  but the restaurants are on a music competition as usual 
respectfull and welcoming...  no machetes nor pistol attack here",8.748700,-76.579017,51.0,2019-05-14 00:00:00 UTC,Natural Source,,,,Yes,No,No,,Yes,No,Yes,Yes,Yes,Bucket,No,,,,,,,,,,,,,
"Vía Turbo - Necoclí, El Totumo, Necoclí, Urabá, Antioquia, RAP del Agua y la Montaña, Colombia",Hotel Resort Marianza,Hotel,140k for an amazing double room with American breakfast. I used the parking lot to sleep in but took a look in the morning. Pool and Bar lake and boats restaurants without music parking for a flock of Unimogs in the griffo  or the hotel. elevated parking Security cameras lit 24hr. open ,8.340200,-76.739010,36.0,2023-07-11 00:00:00 UTC,Natural Source,,,,Yes,No,No,Yes,Yes,Yes - Average,Yes,Yes,Yes,Cold,Running Water,,,,,,,,,,,,,
"Obando-San Agustín, San Agustín, Sur, Huila, 418060, Colombia",paseo caballo Gloria horse riding,Tourist Attraction,"we had a great time with Gloria, visiting several archeologic sites. you can sleep here too, rent rooms.
spanish speaker only but very very friendly
--
pasabamos una linda mañana con Gloria visitando los sitios archeologicos.  tambien puede ofrecer alojamiento sencillo barato.

",1.896376,-76.275026,1761.3105142307477,2018-08-12 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"coffee to go, Carrera 7, Salento, Fría, Quindío, 631020, Colombia",Mirador de los Cedros,Hostel,"Nice and clean family-run hotel within easy walking distance of the town, quiet and run by nice people.   No parking available but a parking lot only 50 meters down the road with safe overnight parking. We negotiated a nice double room for about 55, 000 pesos per night, has a nice bathroom with hot water, cable TV and comfortable beds.",4.637358,-75.568592,2041.5924485634523,2018-07-23 00:00:00 UTC,Potable,,,,Yes,Yes - Not at Sites,Yes,Garage Nearby,No,Yes - Slow,No,No,Unknown,Hot,Running Water,,,,,,,,,,,,,
"Vía la costa El Oasis - Santa Rosalia, Santa Rosalia, Zona Bananera (Prado Sevilla), Magdalena, Colombia",Restaurant Parking ,Informal Campsite,"Janete is a lovely lady who is willing to be helpful. She will allow you park just next to the restaurant and spend the night for free. If you are too tired to cook you can have a meal at her restaurant, it is simple food. Showers are available! ",10.829433,-74.120561,31.068681180477142,2018-08-12 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,No,,Yes,No,Yes,Yes,Yes,Cold,Running Water,,,,,,,,,,,,,
"Zarzal, Norte, Valle del Cauca, Colombia",Wild Camp by River,Wild Camping,"Before the bridge there is a patch of grass. Some locals in the afternoon but we felt safe and the police and locals told us it is fine to stay here. Good place for one night, next to river with possibility to make a bonfire etc. ",4.358755,-75.999896,978.76416015625,2022-09-22 00:00:00 UTC,Natural Source,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Panamericana, Puerto Nuevo, Patía, Piedrasentada, Sur, Cauca, Colombia",La Ruta de la coca,Tourist Attraction,"Experience extraordinary of culture ancestral of Coca organic. The village has 700 inhabitants. Hernei is the coordinator of the road of Coca to Lerma Cauca. It is imperative to call hernei by phone +57 313 618 74 99 before coming in the village. He will then inform the community of your visit and assure you the best home. Hernei will organize visits of fincas, meals and housing. This turn off the beaten path will take you in the heart of the lives of Campesinos in the territory of La Paz. You will discover the Coca medicinal, cultural and spiritual.
Contact the office social of the organization CIMA of Popayan (Comite Integration del Macizo Colombiano) +57 312 296 98 06, email: tiendamacizo@yahoo.es

Experience extraordinaire de la culture ancestrale de la coca organique. Le village comporte 700 habitants. Hernei est le coordinateur de la route du la coca à Lerma Cauca. Il est impératif de prévenir Hernei par téléphone +57 313 618 74 99 avant de venir dans le village. Il pourra alors prévenir la communauté de votre visite et vous garantir le meilleur accueil. Hernei vous organisera les visites des fincas,  les repas et le logement. Ce tour hors des sentiers battus vous emmènera au coeur de la vie des campesinos dans le territoire de La Paz. Vous découvrirez la coca médicinal,  culturelle et spirituelle.",2.141051,-76.942680,-1.0,2018-08-13 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Restaurante, Corregimiento de Umpala, Troncal Central, Pescadero, Piedecuesta, Santander, 681011, Colombia",Farallones hotel,Hotel,"Clean hotel next to gas station and great restaurant. You could camp in backyard. 
If you take downstair airco room you can walk your bike to your room and even store them there. 45.000 for airco and 2 beds. ",6.827022,-72.991438,602.513916015625,2023-09-18 00:00:00 UTC,Non-Potable,,,,Yes,No,No,Yes,Yes,Yes - Average,Yes,Yes,Unknown,Cold,Running Water,,,,,,,,,,,,,
"Troncal del Magdalena Medio - Puerto Araujo - La Rochela, El Cruce, Puerto Parra, Yariguíes, Santander, Colombia",Restaurante Monte Claro ,Informal Campsite,"A huge and nice property to spend the night just out of the highway 45 following the next day's trip to Medellin or Bogotá, with restrooms and fast WiFi, all for free! There is showers available, so if you ask nicely you can get one for free too! Despite being a very large property the lady who works in the kitchen told us that the place was not commonly used by truckers which makes the night a lot quieter for overlanders with light sleep ...
",6.658841,-73.939059,131.96221923828125,2018-10-24 00:00:00 UTC,Yes,,,,Yes,Yes - At Sites,No,,Yes,Yes - Fast,Yes,Yes,Yes,Cold,Running Water,,,,,,,,,,,,,
"Vía Garzón-Gigante, Garzón, Gigante, Centro, Huila, Colombia",Mirador,Tourist Attraction,"Good for picknick with view over the lake
big rig friendly",2.302463,-75.626932,759.0351532441443,2019-06-20 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Vía La Gómeza - San Alberto, Sabana de Torres, Yariguíes, Santander, RAP Gran Santander, Colombia",FreeWay Hotel Restaurant,Informal Campsite,"This place is a restaurant but with the possibility of doing free wild camping on its huge propriety. It will probably be the only opportunity to eat a very well cooked meal with quality ingredients still cheap for the standards of Colombia. When we were here, there was not a truck to park with us, but it is likely that it could also be used by trucks",7.508240,-73.556490,132.0,2022-07-20 00:00:00 UTC,Yes,,,,Yes,No,No,,Yes,Yes - Slow,Yes,Yes,Yes,No,Running Water,,,,,,,,,,,,,
"Carrera 9, Zona Urbana, Mocoa, Putumayo, 860001, Colombia",Terpel at the river,Informal Campsite,"Best option for the moment. 
Quiet. 
At the river",1.169743,-76.648291,671.5549750558392,2020-01-24 00:00:00 UTC,Yes,,,,Yes,No,No,,No,No,Yes,No,Yes,Unknown,Running Water,,,,,,,,,,,,,
"Jardin I, El Jardín, Perimetro Urbano Pereira, Pereira, Risaralda, 160001, Colombia",Parking in nice neighbourhood,Wild Camping,"This is a free, guarded parking space in a quiet barrio. The nightguard arrives in the evening and leaves at 7am. In the night all spaces are filled so try to arrive early. The neighbours and guard don't have a problem with you staying there but please be respectful of the residents and try to be as quiet as possible. ",4.809786,-75.711686,1365.662841796875,2018-08-14 00:00:00 UTC,No,,,,Yes,No,No,,No,No,No,Unknown,Unknown,No,Unknown,,,,,,,,,,,,,
"Bomba El Bosque, Avenida el Bosque, Bruselas, Cartagena, Dique, Bolívar, 130004, Colombia",Cartagena - Mao's Hostel,Hostel,"Cheap and cheerful hostel with private rooms and shared bathrooms. The hostel is on Airbnb and the owners also have another in town close to the DIAN office in Manga. 
We stayed here because we were shipping with Seaboard Marine and it is only a 10min walk away. 
The rooms/hostel are basic but very clean and owners/staff are lovely. We payed approx $40,000 cop per night. ",10.404583,-75.520946,1.0,2018-04-20 00:00:00 UTC,Non-Potable,,,,Yes,Yes - At Sites,Yes,Street Parking,No,Yes - Average,No,No,Unknown,Cold,Running Water,,,,,,,,,,,,,
"Las Brisas, Calle 7, Leticia, Amazonas, 910001, Colombia",Brisas del Amazonas ,Hotel,Cheapest place we found in Leticia. Well located and let’s you cook in the room. We paid 30k x double room x night. Parking on the street. Felt safe.,-4.217017,-69.943744,72.35604476928711,2018-08-07 00:00:00 UTC,Non-Potable,,,,Yes,Unknown,No,Street Parking,No,Yes - Slow,Unknown,Unknown,No,Cold,Running Water,,,,,,,,,,,,,
"Clínica Las Américas Promotora, Diagonal 75B, Carrera 70B, Diego Echavarría, Comuna 16 - Belén, Perímetro Urbano Medellín, Medellín, Valle de Aburrá, Antioquia, 050024, Colombia",Clínica Las Americas ,Medical,"Great care, facilities, and medical staff.  Make sure to ask for a translator.  That person will walk you through every step of the process.  They will be present for your consult and any procedures that may be needed.   Send an email (English or Spanish) to Laura to schedule the appointments you may need.  Or contact me if you have any questions! 

soporteinternacional@lasamericas.com.co

",6.214145,-75.595387,1507.365146636963,2019-04-13 12:46:25 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Carrera 1, García Herreros, Ipiales, Ex-Providencia de Obando, Nariño, 524060, Colombia",Estacionamento no centro de Ipialis,Informal Campsite,"Large parking for trucks, practically in the center of the city, with all facilities, fair price, friendly staff and in the area of trade of parts of cars and trucks. It is not very well maintained but offers water and a bathroom which is also not very clean there.",0.830456,-77.640704,0.0,2022-08-08 22:43:43 UTC,Potable,,,,Yes,Yes - At Sites,No,,No,No,Yes,No,Yes,Cold,Running Water,,,,,,,,,,,,,
"Marbella Carwash Express, Avenida Soledad Román, Marbella, Cartagena, Dique, Bolívar, 472000, Colombia",Enlace Caribe,Vehicle Shipping,"a agent for overshipping. Give not much informations, but it goes whithout trouble. Works good. When you bring a vehicle into colombia, DON'T LEAVE THE VILLAGE BEVOR YOU GET THE ORIGINAL BILL OF LOADING AND IMPORT PAPERS. You will get problems when exit.",10.435530,-75.536640,5.0,2018-05-31 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Sucre, Comuna 8 - Villa Hermosa, Perímetro Urbano Medellín, Medellín, Valle de Aburrá, Antioquia, Colombia",Museo de Ciencias Naturales de La Salle,Tourist Attraction,"Take a taxi or an Uber to this small museum housed on a university campus. You will need to check in at the front gate, they will send you to the museum.  Amazing staff. Well prepared displays with various topics. Really old taxidermy and even a whale skeleton. Two floors, all Spanish, changing exhibits. Good stuff for FREE!! Use this address to research it or get your ride there. I don’t suggest trying to park here, it’s a mess.  Museo de Ciencias Naturales de La Salle, Cl. 54a #301, Medellín, Antioquia",6.245515,-75.551706,1566.858554840088,2018-08-16 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Calle 5, El Palo, Caloto, Norte, Cauca, Colombia",Dangerous area,Warning,"****WARNING FOR COLOMBIA SE of CALI, today 8/16/2018***

Avoid the area 3.05626, -76.34743

We were stopped this afternoon by the military at this waypoint, east of El Palo, on the road north of the river, we were riding west to east.

According to the military - Farc and the Cartels, joined forces setting off a car bomb about 10km east of this point and murdering two people. They are said to be targeting non-locals and richer looking people! They have stated they are not happy with the new President.

We tried to laugh it off telling the military we were told by local riders the area is safe...he then showed us photos of the bodies, bullet holes and all.

The Commandante stated the military or police cannot guarantee anyone's safety in this area - https://goo.gl/maps/PcYoDBfeEFJ2",3.056260,-76.347430,0.0,2025-06-11 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Sevilla, Nororiente, Valle del Cauca, 762547, Colombia",Potential Theft Area,Warning,"Just got a message from a fellow rider we were having a few beers with, in Filandia a few days ago, he asked me for a track with a little off road but cool views, so I gave him a 200km loop 50/50 around the Cacora Valley...he loved it.

So then he asks me for another heading south, I gave it to him, a route we had ridden just a few days before on one of our many loops in the area.

At this point https://goo.gl/maps/uhHdQvK5U3M2 this is approximately where he stalled in a rut and his meeting happened, two masked guys jumped out of the bushes when he stalled on an uphill climb. They were brandishing shotguns, and faces covered in T-shirts, wearing civvies (is how he described them) they told him to turn around, put their guns on the ground around and helped him point his bike in the opposite direction.

He WAS NOT robbed, just redirected, if he hadn't stalled they most likely would have never met...but again maybe an area to avoid right now. It is approximately 200km north of where my incident was today, so most likely totally unrelated.

When we rode that track we stopped to talk to guys with a logging company who are working the area and they told us it's all safe now, Farc has moved on so, who these guys were is anyone's guess.",4.323860,-75.889220,,2018-08-13 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Campground La Bonanza Chez Kika, 26, Silvia, Centro, Cauca, 190530, Colombia",La Bonanza,Established Campground,"Located just 7 paved miles from the Pan-American Highway towards the famous town of Silvia—home to Colombia’s largest indigenous reserve—La Bonanza sits at a refreshing altitude of 2,460 meters. Spread over 3.5 hectares of meticulously maintained gardens, we offer a serene, clean, and warm environment with all the amenities you need for a perfect stay.

Our Amenities & Services:

* Spacious RV Parking: Flat, graveled parking for up to 20 RVs, ensuring ample space and privacy.
* Wi-Fi Access: Stay connected during your stay.
* Hot Showers & Clean Restrooms: 3 propane-powered hot showers and 3 spotless toilets available at all times.
* Fully Equipped Kitchenette: Cook your favorite meals with ease.
* Dining Options: Choose between cozy indoor or scenic outdoor dining areas.
* BBQ Area & Traditional Pizza Oven: Enjoy grilling or baking your favorite dishes.
* Dumping Station: Convenient facilities for both black and grey water disposal.
* Drinkable Water Refill: Clean and safe water available for refill.

Optional Services:

* Electricity for RVs: 220V or 110V connections available for 15,000 COP per night (unlimited amperage; plug adaptors provided upon request).
* Laundry Service: Wash up to 18 kg for just 25,000 COP per load.

Additional Offerings:
Beverages, homemade baked seed bread, baguettes, and seasonal fruit jams are available for purchase.

Free Indigenous Market Tour: Join us every Tuesday morning for a complimentary guided tour of Silvia’s vibrant and authentic indigenous market.

Prices per night (COP) without energy
*RV or Tent one or two persons: 50 000 pesos (without energy connexion)

Additional person over 7: 15 000
0-7 years old are free of charge
Looking forward to you ringing our gate bell to meet you!

WhatsApp
Kika: +57 316 622 6221
Anouar: +57 317 576 4514
Instagram: @campground_la_bonanza
Facebook: Campground La Bonanza
Website: www.campgroundlabonanza.com

",2.613583,-76.464733,2449.5860816132454,2025-06-25 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,Yes,,Yes,Yes - Fast,Yes,Yes,Yes,Hot,Running Water,Yes,,,,,,,,,,,,
"BBVA, Carrera 8, El Centro, Zipaquirá, Sabana Centro, Cundinamarca, 250252, Colombia",La Playa Cigarrería,Shopping,"Cool foodstuffs and specialties shop, loads of specialty baking supplies, nice chocolates, seeds and nuts that are difficult to find in supermarket, plus large wine and liquor selection, cigars, smoke supplies, gifts, etc.",5.022010,-74.004180,2638.964056440135,2018-08-16 00:00:00 UTC,,,,Unknown,Yes,,,,,,,,,,,,Unknown,Yes,Yes,Unknown,,,,,,,,
"Via Tarazá - Puerto Bélgica, BARRIO CENTRO, Cáceres, Bajo Cauca, Antioquia, Colombia",Taxeco gas station,Informal Campsite,"There is a big green yard behind the gas station surrounded by the trees. A guard came to meet us in the evening but said we can stay, didn't ask for money. The place is close to the highway, so you hear the road noise, but not so much. Roosters were crying in the morning and a woman was singing :) Apart from this safe, quite clean and you can use facilities of the gas station.",7.663540,-75.285427,97.0,2018-10-05 00:00:00 UTC,Non-Potable,,,,Yes,No,No,,Unknown,No,Yes,Yes,Yes,No,Running Water,,,,,,,,,,,,,
"Termales de Rivera, Rivera-Termales, Rivera, Norte, Huila, Colombia",Termas Tierras de Promission,Informal Campsite,"Termales municipal. Good place, clean and cheap.
5.000 for entry.
Big parking free for night.
secure and silence.
very hot water.",2.756983,-75.236683,887.0,2022-10-18 00:00:00 UTC,Natural Source,,,,Yes,No,No,,No,No,Unknown,No,Yes,Cold,Running Water,,,,,,,,,,,,,
"Hostel camping la churrita, Transversal 8, Salento, Fría, Quindío, 631027, Colombia",Hostal Los 3 Leones,Hostel,"Really good familial hostel, 5 minutes from the mane square. Sylvino and Lala use to receive lot of travellers from all over the world. Very kind family. Simple, double and more spacious rooms. Private and shared bathrooms. Wifi, kitchen and hot showers. Laundry service. There is also a patio where you can enjoy sofas or ping pong! Compared to other accommodation prices are low. Really great experience and good spot for cyclists and travellers!!",4.638393,-75.572369,1994.9109115600586,2025-06-03 00:00:00 UTC,Unknown,,,,Yes,Yes,Yes,Unknown,No,Yes - Fast,No,No,Unknown,Hot,Running Water,,,,,,,,,,,,,
"Hostel Guantanamera, Carrera 6, Dibulla, La Guajira, 446009, Colombia",Guantanamera,Hostel,"Was able to park in a side street next to this hostel. Super close to the beach.

I used their facilities (cold shower, bathroom and WiFi) for 10.000 for one night. Might have been because my fellow travellers were sleeping in their tent/dorms.

They have a restaurant too, but don’t think your able to use their kitchen. 

WiFi code 987654321

Big rigs could be difficult because the streets are small",11.253962,-73.557026,7.307418346405029,2018-08-22 00:00:00 UTC,Non-Potable,,,,Yes,Unknown,Unknown,Unknown,Yes,Yes - Average,Unknown,Unknown,Unknown,Cold,Running Water,,,,,,,,,,,,,
"Bancolombia, Carrera 51, Santa Bárbara, Suroeste, Antioquia, Colombia",Hotel ,Hotel,Clean hotel across from Bank of Colombia. Overlooking town center park. Congested small old Pueblo. Secure parking several blocks away. ,5.874600,-75.568500,1811.555995941162,2025-06-23 00:00:00 UTC,Potable,,,,Yes,Unknown,No,Secure Parking,No,Yes - Fast,No,No,Unknown,Warm,Running Water,,,,,,,,,,,,,
"Escuela Urbana Carmela Biancetti, Carrera 47, Rionegro, Oriente, Antioquia, 054040, Colombia",Animal Lovers Clínica ,Pet Services,A very friendly woman Vet who can call her husband for English translation.  She did shots and blood tests on the spot. Lab is nearby and fast (one day).  Has basic Meds on hand and also monthlies.  Good prices. Good people.,6.149686,-75.367743,2096.783706665039,2018-08-27 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Carrera 5, Andalucía, Comuna Sur, Perímetro Urbano Neiva, Neiva, Norte, Huila, 410400, Colombia",Freno repuestos del sur,Mechanic and Parts,"This is the new location of John Robert's workshop and spare parts store. They can advice on the maintenance that your vehicle requires in addition of offering a full range of spare parts. 
Review of brakes, batteries, windshield wipers, oil change and filters, maintenance of suspension, alignment, balancing and change of tires. 
Very friendly, helpful and with great knowledge of Colombia so be sure to ask him for some tips on other places as well. Will greet you with cold water and good coffee.",2.907010,-75.284770,0.0,2019-09-24 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Yes,Unknown,Unknown,Yes,,,,
"Hotel Tierra de Oro, Panamericana, EL LIMONAR, Santander de Quilichao, Norte, Cauca, Colombia",Hotel Tierra de Oro,Hotel,"These guys love bike and moto tourers but have plenty of space for big rigs in the forecourt too. I'd just been robbed before coming into Santander de Quilichao and the owners Mario and Kate could not have been more helpful. For cyclists, they also own a little bike cafe if you need anything fixed or to do any maintenance. When they heard that I'd been robbed they took me out to dinner, gave me a nights accommodation for free and then drove me all the way to Popayan the next day. Seriously great people.",3.017500,-76.482510,0.0,2023-03-15 00:00:00 UTC,Potable,,,,Yes,Yes,Unknown,Yes,Unknown,Yes - Fast,Yes,No,Unknown,Unknown,Running Water,,,,,,,,,,,,,
"Palestina, Sur, Huila, Colombia",El Encanta,Hotel,"Well worth the little mission out here. This place is paradise. Fat fruit hanging from trees, organic dinners made with veggies picked from the garden. An incredibly kind and welcoming three generations of a family living here. Far from the constant din of engines, only birdsong, the river and the occasional bleating of the one sheep that lives on the property. Probably a struggle to get to it in a big rig but bike, motos and 4wd should make the effort for sure!",1.720730,-76.118800,0.0,2019-11-10 00:00:00 UTC,Potable,,,,Yes,Yes,Yes,Yes,Yes,Yes - Average,No,Yes,Unknown,Warm,Running Water,,,,,,,,,,,,,
"Dibulla, La Guajira, 446009, Colombia",before bikini hostel in the corner with a green rooftop,Established Campground,Best place in palomino. We checked some hostels and this was the best option. 10k ppn vehicle-camp. Clean kitchen and shower and toilets. Wifi only during the afternoon but fast. Nice vibe and space for up to 3 - 4 overlanders. No height restriction. They even pluged for us a ventilator cause it was very hot! lovely owner,11.248355,-73.559378,22.646438121795654,2018-10-27 12:34:24 UTC,Potable,,,,Yes,Yes - At Sites,Yes,,No,Yes - Fast,Yes,Yes,Yes,Cold,Running Water,Unknown,,,,,,,,,,,,
"Kaluwala, Carrera 51, Necoclí, Urabá, Antioquia, 057870, Colombia",Local Community Outdoor Kitchen,Wild Camping,"At the end of the beach the locals built some benches and a fireplace under the trees. If you ask them nicely they let you park behind (in the alley from the beach to the street) and use their facilities. They have a shower, electricity, the fireplace and water to wash dishes etc. They are great people, we had a wonderful time!",8.425668,-76.788561,18.05169677734375,2018-08-27 00:00:00 UTC,Non-Potable,,,,Yes,Yes - Not at Sites,Yes,,No,No,Unknown,Yes,Yes,Cold,No,,,,,,,,,,,,,
"Calle 3, Potosí, Ex-Providencia de Obando, Nariño, Colombia",Plaza Potosi,Wild Camping,"Next to the central square in front of a school and next to the national police. We talked to the policeman who told us there was no problems. Secure, clean and quiet place the night.",0.807963,-77.572535,2746.245361328125,2021-11-20 00:00:00 UTC,No,,,,Yes,No,No,,No,Yes - Average,Yes,No,Yes,No,No,,,,,,,,,,,,,
